"date","quarter","depart","day","team","aim_prod","smv","wip","over_time","incentive","idle_time","idle_men","no_style","no_men","act_prod"
"1/14/2015","Quarter2","finishing","Wednesday","5",0.65,4.15,817.30317816092,1440,0,0,0,0,15,0.864583333
"1/14/2015","Quarter2","finishing","Wednesday","9",0.8,3.94,882.943141637099,1440,0,0,0,0,8,0.858143939
"1/14/2015","Quarter2","sweing","Wednesday","9",0.8,26.16,1232,10620,75,0,0,0,59,0.850502311
"1/14/2015","Quarter2","sweing","Wednesday","8",0.8,25.9,1218,10170,60,0,0,0,56.5,0.850136766
"1/14/2015","Quarter2","finishing","Wednesday","7",0.8,2.9,796.660652236652,1440,0,0,0,0,8,0.837594697
"1/14/2015","Quarter2","finishing","Wednesday","3",0.8,4.15,804.36991017316,1440,0,0,0,0,7,0.820833333
"1/14/2015","Quarter2","sweing","Wednesday","12",0.8,11.61,1159,2970,50,0,0,0,31.5,0.800313433
"1/14/2015","Quarter2","sweing","Wednesday","6",0.8,11.61,972,5670,38,0,0,0,31.5,0.800246753
"1/14/2015","Quarter2","sweing","Wednesday","1",0.8,26.16,1092,10620,63,0,0,0,59,0.800117103
"1/14/2015","Quarter2","sweing","Wednesday","5",0.7,20.79,965,7320,0,0,0,0,58,0.700095563
"1/14/2015","Quarter2","finishing","Wednesday","8",0.8,2.9,785.00005015674,1440,0,0,0,0,8,0.667329545
"1/14/2015","Quarter2","sweing","Wednesday","4",0.6,22.4,816,5100,23,0,0,0,57,0.600369686
"1/14/2015","Quarter2","sweing","Wednesday","10",0.5,22.4,947,3390,23,0,0,0,56.5,0.499980334
"1/14/2015","Quarter2","sweing","Wednesday","11",0.35,14.61,838,7200,23,0,0,0,55,0.35003125
"1/14/2015","Quarter2","finishing","Wednesday","10",0.8,3.94,769.544019230769,1260,0,0,0,0,8,0.332359307
"1/14/2015","Quarter2","sweing","Wednesday","2",0.8,51.02,1086,4260,27,0,0,0,57,0.311207464
"1/14/2015","Quarter2","finishing","Wednesday","2",0.8,3.94,689.653317398119,1260,0,0,0,0,8,0.247316017
"1/15/2015","Quarter3","finishing","Thursday","4",0.35,4.3,1064.88788095238,3600,0,0,0,0,20,0.988636364
"1/15/2015","Quarter3","finishing","Thursday","10",0.8,3.94,1099.16195970696,3420,0,0,0,0,19,0.953110048
"1/15/2015","Quarter3","finishing","Thursday","1",0.8,3.94,930.216795566503,1440,0,0,0,0,8,0.884261364
"1/15/2015","Quarter3","finishing","Thursday","5",0.65,4.15,869.652669129721,1440,0,0,0,0,8,0.860653409
"1/15/2015","Quarter3","finishing","Thursday","9",0.8,3.94,977.127175908383,1440,0,0,0,0,8,0.858143939
"1/15/2015","Quarter3","sweing","Thursday","1",0.8,26.16,1160,10620,75,0,0,0,59,0.850502311
"1/15/2015","Quarter3","sweing","Thursday","8",0.8,25.9,1177,8970,60,0,0,0,56.5,0.850415628
"1/15/2015","Quarter3","sweing","Thursday","7",0.8,25.9,1281,10170,60,0,0,0,56.5,0.850136766
"1/15/2015","Quarter3","sweing","Thursday","9",0.8,26.16,1369,10620,63,0,0,0,59,0.800117103
"1/15/2015","Quarter3","sweing","Thursday","6",0.8,11.61,1084,4950,38,0,0,0,31.5,0.80003139
"1/15/2015","Quarter3","sweing","Thursday","12",0.8,11.61,1216,4950,50,0,0,0,31.5,0.80003139
"1/15/2015","Quarter3","sweing","Thursday","5",0.7,20.79,391,10440,0,0,0,0,58,0.700060345
"1/15/2015","Quarter3","finishing","Thursday","7",0.8,2.9,866.732111111111,1440,0,0,0,0,8,0.689299242
"1/15/2015","Quarter3","sweing","Thursday","3",0.5,22.52,1102,10170,30,0,0,0,56.5,0.660683293
"1/15/2015","Quarter3","sweing","Thursday","4",0.65,22.52,872,10080,26,0,0,0,56,0.650130952
"1/15/2015","Quarter3","finishing","Thursday","8",0.8,2.9,874.825,1440,0,0,0,0,8,0.606912879
"1/15/2015","Quarter3","sweing","Thursday","10",0.6,22.52,1076,10170,23,0,0,0,56.5,0.600291767
"1/15/2015","Quarter3","sweing","Thursday","11",0.5,14.89,917,9900,30,0,0,0,55,0.500025069
"1/15/2015","Quarter3","sweing","Thursday","2",0.5,22.94,1044,9810,23,0,0,0,54.5,0.499998888
"1/17/2015","Quarter3","finishing","Saturday","5",0.65,4.15,1025.19085714286,2700,0,0,0,0,15,0.98719697
"1/17/2015","Quarter3","finishing","Saturday","2",0.8,3.94,1048.25808882784,1800,0,0,0,0,10,0.980909091
"1/17/2015","Quarter3","finishing","Saturday","10",0.8,3.94,1079.85295970696,1440,0,0,0,0,8,0.974621212
"1/17/2015","Quarter3","finishing","Saturday","1",0.8,3.94,935.209462233169,1440,0,0,0,0,8,0.884261364
"1/17/2015","Quarter3","finishing","Saturday","9",0.8,3.94,981.173205320147,1800,0,0,0,0,10,0.82680303
"1/17/2015","Quarter3","sweing","Saturday","6",0.8,11.41,1067,5490,63,0,0,0,30.5,0.800343766
"1/17/2015","Quarter3","sweing","Saturday","12",0.8,11.61,1039,5670,63,0,0,0,31.5,0.800246753
"1/17/2015","Quarter3","sweing","Saturday","7",0.8,25.9,1396,10170,50,0,0,0,56.5,0.800128721
"1/17/2015","Quarter3","sweing","Saturday","8",0.8,25.9,1292,10170,50,0,0,0,56.5,0.800128721
"1/17/2015","Quarter3","sweing","Saturday","1",0.8,48.68,171,10620,63,0,0,0,59,0.800117103
"1/17/2015","Quarter3","sweing","Saturday","9",0.8,26.16,1128,10620,63,0,0,0,59,0.800117103
"1/17/2015","Quarter3","sweing","Saturday","2",0.6,22.94,865,6570,23,0,0,0,56.5,0.77011398
"1/17/2015","Quarter3","sweing","Saturday","4",0.7,22.52,825,10170,50,0,0,0,56.5,0.7005417
"1/17/2015","Quarter3","finishing","Saturday","8",0.8,2.9,876.23769047619,1440,0,0,0,0,8,0.675568182
"1/17/2015","Quarter3","finishing","Saturday","7",0.8,2.9,873.134753968254,1440,0,0,0,0,8,0.661837121
"1/17/2015","Quarter3","sweing","Saturday","10",0.65,22.52,1163,9720,35,0,0,0,54,0.650198653
"1/17/2015","Quarter3","sweing","Saturday","3",0.6,22.52,1140,10170,30,0,0,0,56.5,0.600291767
"1/17/2015","Quarter3","sweing","Saturday","11",0.6,14.89,1027,10080,38,0,0,0,56,0.600273268
"1/17/2015","Quarter3","finishing","Saturday","6",0.8,2.9,767.378859126984,900,0,0,0,0,5,0.465757576
"1/17/2015","Quarter3","sweing","Saturday","5",0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
"1/17/2015","Quarter3","finishing","Saturday","11",0.8,4.15,751.765208333333,1260,0,0,0,0,7,0.313852814
"1/18/2015","Quarter3","finishing","Sunday","5",0.6,4.15,875.652082922824,1440,0,0,0,0,8,0.852793561
"1/18/2015","Quarter3","finishing","Sunday","11",0.65,4.15,789.940350840336,2160,0,0,0,0,12,0.838383838
"1/18/2015","Quarter3","finishing","Sunday","6",0.8,2.9,819.760651538202,1800,0,0,0,0,10,0.804848485
"1/18/2015","Quarter3","sweing","Sunday","6",0.8,11.41,1140,5490,63,0,0,0,30.5,0.800343766
"1/18/2015","Quarter3","sweing","Sunday","7",0.8,48.84,624,10170,50,0,0,0,56.5,0.800128721
"1/18/2015","Quarter3","sweing","Sunday","8",0.8,25.9,1288,10170,38,0,0,0,56.5,0.800128721
"1/18/2015","Quarter3","sweing","Sunday","9",0.8,26.16,1381,3660,50,0,0,0,59,0.800015009
"1/18/2015","Quarter3","sweing","Sunday","4",0.7,22.52,882,10170,50,0,0,0,56.5,0.7005417
"1/18/2015","Quarter3","sweing","Sunday","10",0.7,22.52,1002,10080,40,0,0,0,56,0.700094156
"1/18/2015","Quarter3","finishing","Sunday","7",0.8,2.9,884.825587301587,1440,0,0,0,0,8,0.692045455
"1/18/2015","Quarter3","sweing","Sunday","12",0.8,26.87,585,5670,56,0,0,0,31.5,0.662255892
"1/18/2015","Quarter3","sweing","Sunday","3",0.65,22.52,1138,10170,35,0,0,0,56.5,0.650416734
"1/18/2015","Quarter3","sweing","Sunday","11",0.65,14.89,1140,10260,44,0,0,0,57,0.650299575
"1/18/2015","Quarter3","sweing","Sunday","2",0.65,22.94,1025,10170,26,0,0,0,56.5,0.650243497
"1/18/2015","Quarter3","finishing","Sunday","8",0.8,2.9,898.141413793103,1440,0,0,0,0,8,0.639867424
"1/18/2015","Quarter3","sweing","Sunday","5",0.6,20.4,1031,10440,30,0,0,0,58,0.600062696
"1/18/2015","Quarter3","finishing","Sunday","9",0.8,3.94,972.326642857143,1800,0,0,0,0,10,0.582045455
"1/18/2015","Quarter3","sweing","Sunday","1",0.8,49.1,1381,10350,24,0,0,0,57.5,0.403242161
"1/18/2015","Quarter3","finishing","Sunday","10",0.7,3.94,1084.94584848485,1440,0,0,0,0,8,0.235795455
"1/19/2015","Quarter3","finishing","Monday","4",0.7,4.3,2319.29250316921,5040,0,0,0,0,28,0.977272727
"1/19/2015","Quarter3","finishing","Monday","9",0.8,3.94,2083.33379519663,1800,0,0,0,0,10,0.964106061
"1/19/2015","Quarter3","finishing","Monday","5",0.65,4.15,2004.92186464107,1440,0,0,0,0,8,0.958901515
"1/19/2015","Quarter3","sweing","Monday","6",0.8,11.41,1028,4380,50,0,0,0,31,0.800358775
"1/19/2015","Quarter3","sweing","Monday","8",0.8,25.9,1380,3630,50,0,0,0,56.5,0.800162602
"1/19/2015","Quarter3","sweing","Monday","9",0.8,26.16,1196,10620,63,0,0,0,59,0.800117103
"1/19/2015","Quarter3","finishing","Monday","12",0.8,2.9,1072.28631671617,1440,0,0,0,0,8,0.793844697
"1/19/2015","Quarter3","sweing","Monday","2",0.7,22.94,1006,10170,38,0,0,0,56.5,0.750517565
"1/19/2015","Quarter3","sweing","Monday","4",0.7,22.52,930,10260,63,0,0,0,57,0.750068049
"1/19/2015","Quarter3","sweing","Monday","3",0.7,22.52,1095,10170,50,0,0,0,56.5,0.750062751
"1/19/2015","Quarter3","sweing","Monday","10",0.7,22.52,938,10080,63,0,0,0,56,0.750057359
"1/19/2015","Quarter3","sweing","Monday","11",0.7,14.89,1484,10260,50,0,0,0,57,0.700170388
"1/19/2015","Quarter3","finishing","Monday","8",0.8,2.9,1074.71585363818,1440,0,0,0,0,8,0.683806818
"1/19/2015","Quarter3","sweing","Monday","5",0.65,20.4,1255,8280,35,0,0,0,58,0.650066445
"1/19/2015","Quarter3","sweing","Monday","7",0.8,48.84,1040,10260,30,0,0,0,57,0.576460393
"1/19/2015","Quarter3","sweing","Monday","1",0.5,22.94,1492,10170,30,0,0,0,56.5,0.549969429
"1/19/2015","Quarter3","finishing","Monday","10",0.7,3.94,1227.2683687897,1440,0,0,0,0,8,0.538399621
"1/19/2015","Quarter3","finishing","Monday","11",0.7,4.15,935.089313234144,1440,0,0,0,0,8,0.409545455
"1/19/2015","Quarter3","sweing","Monday","12",0.35,15.26,1111,6120,23,0,0,0,34,0.35021836
"1/20/2015","Quarter3","finishing","Tuesday","5",0.7,4.15,1611.05835714286,1440,0,0,0,0,8,1.033570076
"1/20/2015","Quarter3","sweing","Tuesday","6",0.8,11.41,1047,5580,63,0,0,0,31,0.800261486
"1/20/2015","Quarter3","sweing","Tuesday","8",0.8,25.9,1434,10170,50,0,0,0,56.5,0.800128721
"1/20/2015","Quarter3","sweing","Tuesday","9",0.8,26.16,399,10620,63,0,0,0,59,0.800117103
"1/20/2015","Quarter3","sweing","Tuesday","4",0.7,22.52,983,10260,63,0,0,0,57,0.750068049
"1/20/2015","Quarter3","sweing","Tuesday","10",0.7,22.52,1108,10080,63,0,0,0,56,0.750057359
"1/20/2015","Quarter3","sweing","Tuesday","3",0.7,22.52,1134,8460,50,0,0,0,57,0.750037968
"1/20/2015","Quarter3","sweing","Tuesday","2",0.7,22.94,1363,10260,50,0,0,0,57,0.750031898
"1/20/2015","Quarter3","finishing","Tuesday","9",0.8,3.94,941.54118986569,1800,0,0,0,0,10,0.72830303
"1/20/2015","Quarter3","sweing","Tuesday","11",0.7,14.89,1501,10260,50,0,0,0,57,0.700170388
"1/20/2015","Quarter3","sweing","Tuesday","5",0.7,20.4,1352,10260,50,0,0,0,57,0.700063796
"1/20/2015","Quarter3","finishing","Tuesday","8",0.8,2.9,862.376666666667,1440,0,0,0,0,8,0.639867424
"1/20/2015","Quarter3","sweing","Tuesday","12",0.5,15.26,1352,3720,23,0,0,0,34,0.500290419
"1/20/2015","Quarter3","sweing","Tuesday","7",0.35,22.94,1450,10080,30,0,0,0,56,0.400332792
"1/20/2015","Quarter3","finishing","Tuesday","11",0.7,4.15,716.567348484848,2700,0,0,0,0,15,0.362666667
"1/21/2015","Quarter3","finishing","Wednesday","4",0.75,4.3,1017.11838565458,6000,0,0,0,0,20,0.978525641
"1/21/2015","Quarter3","finishing","Wednesday","2",0.7,3.94,1117.9324004329,5100,0,0,0,0,17,0.912202112
"1/21/2015","Quarter3","sweing","Wednesday","4",0.75,22.52,825,10080,94,0,0,0,56,0.900556277
"1/21/2015","Quarter3","sweing","Wednesday","6",0.8,11.61,916,5760,75,0,0,0,89,0.850410511
"1/21/2015","Quarter3","finishing","Wednesday","9",0.8,3.94,941.329342575049,2400,0,0,0,0,8,0.827147436
"1/21/2015","Quarter3","sweing","Wednesday","8",0.8,25.9,562,7470,38,0,0,0,56.5,0.800436542
"1/21/2015","Quarter3","sweing","Wednesday","2",0.7,22.94,1422,10500,60,0,0,0,57,0.800415742
"1/21/2015","Quarter3","sweing","Wednesday","10",0.7,22.52,1206,10080,75,0,0,0,56,0.800020563
"1/21/2015","Quarter3","finishing","Wednesday","5",0.7,4.15,858.543082922824,2400,0,0,0,0,8,0.758173077
"1/21/2015","Quarter3","sweing","Wednesday","5",0.7,20.4,1404,10440,50,0,0,0,58,0.750344828
"1/21/2015","Quarter3","sweing","Wednesday","3",0.7,22.52,1139,10260,63,0,0,0,57,0.750068049
"1/21/2015","Quarter3","sweing","Wednesday","11",0.7,14.89,1735,10260,50,0,0,0,57,0.700170388
"1/21/2015","Quarter3","sweing","Wednesday","1",0.65,22.94,1595,10260,34,0,0,0,57,0.700029771
"1/21/2015","Quarter3","sweing","Wednesday","12",0.6,15.26,1245,6360,23,0,0,0,34,0.60017284
"1/21/2015","Quarter3","finishing","Wednesday","8",0.8,2.9,831.115270935961,2400,0,0,0,0,8,0.594871795
"1/21/2015","Quarter3","sweing","Wednesday","9",0.8,54.56,757,4140,29,0,0,0,58,0.520237649
"1/21/2015","Quarter3","finishing","Wednesday","1",0.65,3.94,1018.70266666667,2400,0,0,0,0,8,0.505128205
"1/21/2015","Quarter3","sweing","Wednesday","7",0.5,22.52,1720,10080,23,0,0,0,56,0.500241342
"1/21/2015","Quarter3","finishing","Wednesday","11",0.7,4.15,773.834015151515,2700,0,0,0,0,9,0.470769231
"1/22/2015","Quarter4","finishing","Thursday","7",0.6,3.94,1147.76344209957,6000,0,0,0,0,10,0.957638889
"1/22/2015","Quarter4","finishing","Thursday","10",0.75,3.94,1169.2652511655,8400,0,0,0,0,14,0.940701058
"1/22/2015","Quarter4","sweing","Thursday","4",0.75,22.52,759,10080,81,0,0,0,56,0.849983766
"1/22/2015","Quarter4","sweing","Thursday","2",0.7,22.94,1510,10620,60,0,0,0,57,0.800302791
"1/22/2015","Quarter4","sweing","Thursday","6",0.8,11.61,955,6360,63,0,0,0,32,0.800191989
"1/22/2015","Quarter4","sweing","Thursday","10",0.75,22.52,1328,10080,55,0,0,0,56,0.800020563
"1/22/2015","Quarter4","sweing","Thursday","1",0.7,22.94,1384,12180,63,0,0,0,57,0.750162367
"1/22/2015","Quarter4","sweing","Thursday","3",0.7,22.52,1244,10260,63,0,0,0,57,0.750068049
"1/22/2015","Quarter4","finishing","Thursday","5",0.7,4.15,978.72377063348,9000,0,0,0,0,15,0.742901235
"1/22/2015","Quarter4","sweing","Thursday","5",0.7,20.4,1480,10440,40,0,0,0,58,0.700250784
"1/22/2015","Quarter4","sweing","Thursday","11",0.7,14.89,1863,10260,50,0,0,0,57,0.700170388
"1/22/2015","Quarter4","finishing","Thursday","4",0.75,4.3,920.63563182492,9000,0,0,0,0,15,0.670216049
"1/22/2015","Quarter4","finishing","Thursday","1",0.7,3.94,1118.61193406593,15000,0,0,0,0,25,0.649662222
"1/22/2015","Quarter4","finishing","Thursday","2",0.7,3.94,990.353245442297,15000,0,0,0,0,25,0.649662222
"1/22/2015","Quarter4","finishing","Thursday","6",0.8,2.9,863.335008249791,4800,0,0,0,0,8,0.626822917
"1/22/2015","Quarter4","sweing","Thursday","12",0.6,15.26,1492,6960,23,0,0,0,34,0.600436426
"1/22/2015","Quarter4","sweing","Thursday","7",0.6,22.52,1859,10260,23,0,0,0,57,0.60041361
"1/22/2015","Quarter4","sweing","Thursday","8",0.8,40.99,980,10770,30,0,0,0,56.5,0.555500132
"1/22/2015","Quarter4","sweing","Thursday","9",0.5,29.12,970,10440,30,0,0,0,58,0.500547544
"1/22/2015","Quarter4","finishing","Thursday","3",0.7,3.94,1114.54064285714,12000,0,0,0,0,20,0.460578704
"1/22/2015","Quarter4","finishing","Thursday","8",0.8,2.9,858.69430952381,4800,0,0,0,0,8,0.397743056
"1/22/2015","Quarter4","finishing","Thursday","12",0.6,4.08,1054.41520833333,5400,0,0,0,0,9,0.327407407
"1/24/2015","Quarter4","finishing","Saturday","5",0.7,4.15,1062.89788095238,2700,0,0,0,0,15,0.966666667
"1/24/2015","Quarter4","finishing","Saturday","10",0.75,3.94,1125.71804761905,1800,0,0,0,0,10,0.937242424
"1/24/2015","Quarter4","finishing","Saturday","8",0.8,2.9,1077.11307142857,1620,0,0,0,0,9,0.910521886
"1/24/2015","Quarter4","sweing","Saturday","2",0.75,22.94,1606,10260,94,0,0,0,57,0.90064806
"1/24/2015","Quarter4","sweing","Saturday","4",0.75,22.52,727,10260,94,0,0,0,57,0.900321106
"1/24/2015","Quarter4","finishing","Saturday","11",0.75,4.15,902.561714285715,1800,0,0,0,0,10,0.896022727
"1/24/2015","Quarter4","finishing","Saturday","3",0.75,3.94,1072.6190952381,1440,0,0,0,0,8,0.895454545
"1/24/2015","Quarter4","finishing","Saturday","7",0.65,3.94,979.761761904762,2160,0,0,0,0,12,0.870580808
"1/24/2015","Quarter4","finishing","Saturday","12",0.7,4.08,1068.63450119421,1620,0,0,0,0,9,0.858585859
"1/24/2015","Quarter4","sweing","Saturday","1",0.7,22.94,1472,10260,75,0,0,0,57,0.800643806
"1/24/2015","Quarter4","sweing","Saturday","10",0.75,22.52,1332,10080,69,0,0,0,56,0.80062987
"1/24/2015","Quarter4","sweing","Saturday","6",0.8,11.61,1009,5640,63,0,0,0,32,0.800537143
"1/24/2015","Quarter4","sweing","Saturday","3",0.75,22.52,1266,10260,69,0,0,0,57,0.80035194
"1/24/2015","Quarter4","sweing","Saturday","12",0.75,15.26,1316,6120,40,0,0,0,34,0.750079323
"1/24/2015","Quarter4","sweing","Saturday","11",0.75,42.97,1282,10260,56,0,0,0,57,0.750041201
"1/24/2015","Quarter4","sweing","Saturday","5",0.7,20.4,1382,10440,50,0,0,0,58,0.700250784
"1/24/2015","Quarter4","finishing","Saturday","4",0.75,4.3,810.888982702113,2160,0,0,0,0,12,0.651515152
"1/24/2015","Quarter4","sweing","Saturday","7",0.65,22.52,1295,10170,26,0,0,0,56.5,0.650416734
"1/24/2015","Quarter4","sweing","Saturday","9",0.6,29.12,925,6660,23,0,0,0,58,0.600125217
"1/24/2015","Quarter4","finishing","Saturday","2",0.75,3.94,807.281435083066,1440,0,0,0,0,8,0.578314394
"1/24/2015","Quarter4","finishing","Saturday","1",0.7,3.94,1030.54751515152,1440,0,0,0,0,8,0.578314394
"1/24/2015","Quarter4","sweing","Saturday","8",0.35,15.09,1448,9360,23,0,0,0,52,0.34998951
"1/24/2015","Quarter4","finishing","Saturday","9",0.6,3.94,1042.50016666667,1440,0,0,0,0,8,0.261174242
"1/25/2015","Quarter4","finishing","Sunday","5",0.7,4.15,1108.55971428571,3060,0,0,0,0,17,0.973796791
"1/25/2015","Quarter4","finishing","Sunday","2",0.75,3.94,1116.49942857143,1440,0,0,0,0,8,0.970075758
"1/25/2015","Quarter4","finishing","Sunday","1",0.7,3.94,1224.3458961039,1440,0,0,0,0,8,0.970075758
"1/25/2015","Quarter4","finishing","Sunday","3",0.75,3.94,1131.6063452381,1620,0,0,0,0,9,0.961784512
"1/25/2015","Quarter4","finishing","Sunday","10",0.75,3.94,1163.94488095238,3420,0,0,0,0,19,0.955151515
"1/25/2015","Quarter4","finishing","Sunday","4",0.75,4.3,1049.9565,2160,0,0,0,0,12,0.952020202
"1/25/2015","Quarter4","sweing","Sunday","4",0.75,22.52,867,10260,94,0,0,0,57,0.900321106
"1/25/2015","Quarter4","sweing","Sunday","2",0.75,22.94,1636,10530,81,0,0,0,58.5,0.850223776
"1/25/2015","Quarter4","sweing","Sunday","1",0.7,22.94,1682,10530,75,0,0,0,58.5,0.800909609
"1/25/2015","Quarter4","sweing","Sunday","3",0.75,22.52,1495,10350,55,0,0,0,57.5,0.800513307
"1/25/2015","Quarter4","sweing","Sunday","6",0.8,11.61,1181,5760,63,0,0,0,32,0.800386364
"1/25/2015","Quarter4","sweing","Sunday","10",0.75,22.52,1413,10080,69,0,0,0,56,0.800020563
"1/25/2015","Quarter4","finishing","Sunday","7",0.65,3.94,957.287440476191,2520,0,0,0,0,14,0.749188312
"1/25/2015","Quarter4","sweing","Sunday","7",0.7,22.52,360,10170,40,0,0,0,56.5,0.7005417
"1/25/2015","Quarter4","sweing","Sunday","12",0.7,15.26,1296,6120,40,0,0,0,34,0.70043672
"1/25/2015","Quarter4","sweing","Sunday","5",0.7,20.4,1217,10440,50,0,0,0,58,0.700250784
"1/25/2015","Quarter4","sweing","Sunday","9",0.65,29.12,1086,10440,26,0,0,0,58,0.650407524
"1/25/2015","Quarter4","finishing","Sunday","12",0.7,4.08,1122.28237229437,1620,0,0,0,0,9,0.618181818
"1/25/2015","Quarter4","sweing","Sunday","11",0.75,42.97,532,10260,40,0,0,0,57,0.59114168
"1/25/2015","Quarter4","sweing","Sunday","8",0.5,15.09,1557,720,23,0,0,0,52,0.500061916
"1/25/2015","Quarter4","finishing","Sunday","8",0.8,2.9,864.21680952381,720,0,0,0,0,4,0.329545455
"1/26/2015","Quarter4","finishing","Monday","3",0.75,3.94,3197.09984083155,1800,0,0,0,0,10,1.059621212
"1/26/2015","Quarter4","finishing","Monday","10",0.75,3.94,2975.71071583155,3780,0,0,0,0,21,0.997792208
"1/26/2015","Quarter4","finishing","Monday","4",0.75,4.3,2211.88550749821,2160,0,0,0,0,12,0.963699495
"1/26/2015","Quarter4","finishing","Monday","5",0.7,4.15,2075.04172178393,2700,0,0,0,0,15,0.959191919
"1/26/2015","Quarter4","finishing","Monday","2",0.75,3.94,2378.66261860932,1800,0,0,0,0,10,0.910378788
"1/26/2015","Quarter4","finishing","Monday","1",0.7,3.94,2450.51645320528,1800,0,0,0,0,10,0.910378788
"1/26/2015","Quarter4","sweing","Monday","4",0.8,22.52,1016,10170,60,0,0,0,56.5,0.850312684
"1/26/2015","Quarter4","sweing","Monday","6",0.8,11.61,1072,5760,50,0,0,0,32,0.800386364
"1/26/2015","Quarter4","sweing","Monday","3",0.75,22.52,1584,10260,69,0,0,0,57,0.80035194
"1/26/2015","Quarter4","sweing","Monday","2",0.75,22.94,1764,10260,55,0,0,0,57,0.800034024
"1/26/2015","Quarter4","sweing","Monday","1",0.7,22.94,1745,10440,60,0,0,0,58,0.800023511
"1/26/2015","Quarter4","sweing","Monday","10",0.75,22.52,1250,10080,55,0,0,0,56,0.800020563
"1/26/2015","Quarter4","finishing","Monday","12",0.7,4.08,1185.09155132938,1620,0,0,0,0,9,0.769292929
"1/26/2015","Quarter4","sweing","Monday","5",0.75,20.4,1118,10320,56,0,0,0,58,0.750031447
"1/26/2015","Quarter4","sweing","Monday","9",0.7,29.12,1143,10440,40,0,0,0,58,0.70061442
"1/26/2015","Quarter4","sweing","Monday","12",0.7,15.26,1337,6120,40,0,0,0,34,0.70043672
"1/26/2015","Quarter4","finishing","Monday","7",0.65,3.94,1191.81565522549,1440,0,0,0,0,8,0.646306818
"1/26/2015","Quarter4","sweing","Monday","8",0.6,15.09,1519,360,23,0,0,0,52,0.600143365
"1/26/2015","Quarter4","sweing","Monday","11",0.35,28.08,749,10260,23,0,0,0,57,0.350066986
"1/27/2015","Quarter4","sweing","Tuesday","2",0.75,22.52,1635,6840,119,0,0,0,57,1.000230409
"1/27/2015","Quarter4","sweing","Tuesday","3",0.75,22.52,1299,6840,119,0,0,0,57,1.000230409
"1/27/2015","Quarter4","finishing","Tuesday","10",0.8,3.94,1083.90062637363,1440,0,0,0,0,12,0.979527778
"1/27/2015","Quarter4","finishing","Tuesday","4",0.8,4.3,1037.99632738095,1440,0,0,0,0,12,0.940625
"1/27/2015","Quarter4","finishing","Tuesday","5",0.5,4.15,1094.42704761905,1440,0,0,0,0,12,0.926388889
"1/27/2015","Quarter4","sweing","Tuesday","10",0.8,22.52,1134,6720,70,0,0,0,56,0.900129762
"1/27/2015","Quarter4","finishing","Tuesday","3",0.75,3.94,950.899142857143,1440,0,0,0,0,12,0.861875
"1/27/2015","Quarter4","sweing","Tuesday","4",0.8,22.52,1106,6780,60,0,0,0,56.5,0.850312684
"1/27/2015","Quarter4","finishing","Tuesday","8",0.65,3.94,1041.29426190476,960,0,0,0,0,8,0.845458333
"1/27/2015","Quarter4","finishing","Tuesday","12",0.7,4.15,1081.00053060597,1080,0,0,0,0,9,0.823555556
"1/27/2015","Quarter4","finishing","Tuesday","7",0.5,4.15,1016.40629131653,960,0,0,0,0,8,0.803541667
"1/27/2015","Quarter4","sweing","Tuesday","1",0.75,22.94,1871,6960,55,0,0,0,58,0.800263218
"1/27/2015","Quarter4","finishing","Tuesday","2",0.75,3.94,792.671526272578,1200,0,0,0,0,10,0.788
"1/27/2015","Quarter4","finishing","Tuesday","1",0.75,3.94,989.944621808144,1200,0,0,0,0,10,0.77815
"1/27/2015","Quarter4","sweing","Tuesday","9",0.7,29.12,1294,6960,50,0,0,0,58,0.700386207
"1/27/2015","Quarter4","sweing","Tuesday","12",0.7,15.26,1462,4080,40,0,0,0,34,0.700164706
"1/27/2015","Quarter4","sweing","Tuesday","8",0.65,15.09,976,240,23,0,0,0,52,0.650307143
"1/27/2015","Quarter4","sweing","Tuesday","6",0.8,30.4,338,3840,34,0,0,0,32,0.622828125
"1/27/2015","Quarter4","finishing","Tuesday","6",0.8,2.9,721.183025793651,960,0,0,0,0,8,0.6225
"1/27/2015","Quarter4","sweing","Tuesday","5",0.5,20.79,1455,6960,30,0,0,0,58,0.500035345
"1/27/2015","Quarter4","sweing","Tuesday","11",0.5,48.18,1282,6480,23,0,0,0,54,0.37046657
"1/28/2015","Quarter4","sweing","Wednesday","2",0.8,22.52,1559,6840,90,0,0,0,57,1.000230409
"1/28/2015","Quarter4","sweing","Wednesday","3",0.8,22.52,1350,6840,113,0,0,0,57,1.000230409
"1/28/2015","Quarter4","finishing","Wednesday","6",0.35,2.9,1052.31671428571,1800,0,0,0,0,15,0.977555556
"1/28/2015","Quarter4","finishing","Wednesday","1",0.75,3.94,1143.29771428571,1200,0,0,0,0,10,0.9456
"1/28/2015","Quarter4","finishing","Wednesday","2",0.8,3.94,1076.07189835165,1800,0,0,0,0,15,0.902222222
"1/28/2015","Quarter4","sweing","Wednesday","10",0.8,22.52,1175,6720,60,0,0,0,56,0.850532143
"1/28/2015","Quarter4","sweing","Wednesday","1",0.75,22.94,1868,6960,81,0,0,0,58,0.850362069
"1/28/2015","Quarter4","finishing","Wednesday","10",0.8,3.94,880.562231463938,1200,0,0,0,0,10,0.840533333
"1/28/2015","Quarter4","sweing","Wednesday","5",0.6,20.79,1045,6960,88,0,0,0,58,0.800534483
